text,label,style
emergency alert bracelet and membership,Medic Alert Bracelet,partial_turn2
Which category for bed rails I purchased for fall prevention?,Bed Rails (purchase),question
the mask,"CPAP, APAP, BIPAP Mask",vague_turn1
basic walker no wheels,Walker - non wheeled (purchase),natural_diverse
orthotics place made a special brace for my left knee after ACL surgery,"Brace, left knee (Custom)",natural_diverse
RD for my diabetes eating plan,Dietitian Services,partial_turn2
"walking cane for balance support, the regular one point kind","Cane, standard",natural_diverse
tabletop humidifier purchase,Humidifier (Table Top),terse
speech therapy for my child,Speech Therapy,partial_turn2
"this is a CUSTOM the leg-to-ankle brace not the kind from the store, brace specialist made it","Brace, AFO/KAFO (Custom)",natural_diverse
I tried to file under 'Clinical Counsellor' but my provider is actually a certified art therapist,Other mental health services,wrong_guess
medical supply that doesn't fit neatly into any category listed,Other medical items,natural_diverse
"paramedic ambulance call, got charged for the service",Ambulance,natural_diverse
"my son sees a child psychologist for ADHD assessment and therapy, claiming those sessions",Psychologist,parent_or_dependent
osteopath not chiropractor,Osteopath,partial_turn2
in-patient,Hospital (within your province),vague_turn1
naturopath | ND degree | for my hormonal issues,Naturopathic Treatment,progressive
cleaning and xrays,Dental Services,partial_turn2
"seeing a masters-level social worker social worker for counseling, is this covered",Social Worker (Masters level),natural_diverse
hearing devices | from the clinic | for my hearing loss,Hearing Aids,progressive
"I lose hair because of medicine treatment, I buy wig to cover head",Wig,esl_speaker
wig | after my chemo | hair loss from treatment | not cosmetic,Wig,progressive
purchased a Sunbeam XpressHeat heating pad from Canadian Tire,Heat Therapy - Re-usable items (purchase),brand_specific
the bra with the pocket for prosthesis,Mastectomy bra,partial_turn2
physiotherapy not massage,Physiotherapy,partial_turn2
audiologist hearing assessment,Audiologist Services,terse
custom AFO brace rx,"Brace, AFO/KAFO (Custom)",terse
chiropractor,Chiropractic,vague_turn1
pump supplies,Insulin infusion pump supplies,vague_turn1
"I got the breathing machine that you use at night for snoring, not the mask part just the machine","CPAP, APAP, BIPAP Machine",confused_student
"stockings | goes all the way up | super firm, really hard to wear","Compression Stockings, thigh/full (30 mmhg & over)",progressive
"medium compression, knee high","Compression Stockings, knee length (15-19 mmhg)",partial_turn2
pain device | electric pulses | TENS unit for my back,"Stimulator, muscle/nerve (TENS)",progressive
HOME blood pressure monitor not a hospital machine,Blood pressure monitor,natural_diverse
tooth knocked out accident,Dental Accident,terse
blood pressure test,Ambulatory Blood Pressure Test,vague_turn1
"had genetic testing done, they screened my DNA for hereditary conditions",Screening (for DNA/Genetic purposes),natural_diverse
blood drawn for allergy panel,Blood test for Allergies (IG test not eligible),partial_turn2
"it's the little device I wear all the time that gives me insulin continuously, it's attached to my body",Insulin infusion pump,confused_student
"wheeled walker with seat, is this under walker or mobility aids",Walker - with wheels (purchase),natural_diverse
wheels and a basket,Walker - with wheels (purchase),partial_turn2
"IN HOME SUPPORT not nursing, personal care and help with daily activities",In Home Support Services,natural_diverse
needles in my back,Acupuncture,partial_turn2
custom shoes | orthopaedic | made for my diabetic foot,Orthopaedic or custom made shoes,progressive
secondary plan,Provincial Replacement Plan,vague_turn1
"the ones that go to the knee, medium compression range","Compression Stockings, knee length (15-19 mmhg)",natural_diverse
"I was on a long haul flight and the doctor suggested I get really mild compression socks, they're only about 10 mmhg","Compression Stockings, any length (up to 14 mmhg)",storyteller
need glasses,Prescription Glasses,vague_turn1
manual insulin pen injector,Insulin Gun (manual),natural_diverse
I bought a small humidifier for my bedroom to help with dry air,Humidifier (Table Top),confused_student
subscribed to MindBeacon Therapist Guided iCBT program through my plan,Digital Cognitive Behavioural Therapy,brand_specific
"CUSTOM ear plugs not the foam ones from shoppers, made from ear mold",Ear Plugs (custom made),natural_diverse
inhaler attachment,Aerochamber,vague_turn1
pump for milk | bought after baby | the medela one,Breast Pump (purchase),progressive
compression gloves arthritis,Other garment brace services (i.e. compression gloves),terse
orthodontic braces monthly fee,Orthodontic Services (Braces - initial and monthly fee),terse
genetic test | DNA screening | hereditary cancer risk,Screening (for DNA/Genetic purposes),progressive
insulin pen | reusable | takes cartridges | for my daily insulin,Insulin Pen Injector,progressive
has a BSW not a masters,Social Worker (Bachelors),partial_turn2
the puffer spacer,Aerochamber,vague_turn1
"auto insulin injector device, needle phobia so can't do manual injection",Insulin Gun (automatic),natural_diverse
"I selected 'Custom made foot orthotics' but I got entire custom shoes, not just insoles",Orthopaedic or custom made shoes,wrong_guess
"blood sugar monitor, the device itself not the lancets or strips",Blood glucose meter,natural_diverse
"my dentist wants to submit an estimate before doing the work, for pre-approval",Dental Estimate for Services,confused_student
had vision therapy sessions for my convergence issue,Other vision services (i.e. safety glasses),natural_diverse
spinal adjustments,Chiropractic,partial_turn2
Where do I claim a reusable heating pad I bought for pain management?,Heat Therapy - Re-usable items (purchase),question
foot doctor | podiatrist | did a medical procedure,Podiatry Treatment,progressive
CA-125 blood test ovarian,CA-125 (Cancer Antigen) Test,terse
claiming a continuous glucose monitor transmitter for my diabetic husband,Glucose Monitoring System Transmitter,natural_diverse
"coordination of benefits, province paid first, now claiming balance",Provincial Replacement Plan,natural_diverse
tooth injury | accident | not regular dental,Dental Accident,progressive
just the consumable parts,"CPAP, APAP, BIPAP Supplies",partial_turn2
prescription safety glasses work,Safety Glasses,natural_diverse
Claiming bilateral receiver-in-canal digital hearing instruments with adaptive directional microphone technology,Hearing Aids,detailed_clinical
I put it under 'Compression Stockings any length up to 14' but these are actually 18 mmhg knee length,"Compression Stockings, knee length (15-19 mmhg)",wrong_guess
ambulance fee | charged by the city | emergency call,Ambulance,progressive
I buy compression tight for my leg but it is not have foot part,"Compression Calf Sleeves/Tights (footless), any length",esl_speaker
massage therapy,Massage,vague_turn1
HEARING AIDS the devices not just the audiologist visit,Hearing Aids,natural_diverse
Submitting for bilateral orthopedic shoe modification including rocker sole addition and medial heel wedge insertion,Other foot care services (i.e. orthopedic shoe modification),detailed_clinical
"SKIN SCRATCH TEST not blood allergy test, they pricked my skin",Scratch Test for Allergies,natural_diverse
doctor put a fiberglass cast on my broken arm,"Cast, fiberglass",natural_diverse
urinal bottle purchase male,Urinal (purchase),natural_diverse
the ear devices,Hearing Aids,vague_turn1
submitting for a urinal purchased for home care,Urinal (purchase),natural_diverse
"incontinence products, catheters and pads, for my bladder nerve condition",Incontinence Supplies,natural_diverse
bought a wheeled commode chair for my father who can't walk far,Wheeled Commode (purchase),natural_diverse
I had that camera procedure where they check inside your colon,Colonoscopy,confused_student
"leg brace | goes from foot up to my knee, custom made","Brace, AFO/KAFO (Custom)",progressive
traditional Chinese medicine,Acupuncture,partial_turn2
Submitting under the provincial replacement plan for services eligible under the Ontario Health Insurance Plan,Provincial Replacement Plan,detailed_clinical
peak flow meter,Peak Flow Meter,vague_turn1
long firm socks,"Compression Stockings, thigh/full (20-29 mmhg)",vague_turn1
submitting for grab bars we installed in the tub area,Grab Bar/Bath Bar - permanent fixtures (purchase),natural_diverse
"no wheels, just the frame",Stationary Commode (purchase),partial_turn2
breast pump purchase electric,Breast Pump (purchase),natural_diverse
quad cane | four feet at bottom | more stable than regular cane,Quad Cane (purchase),progressive
How do I claim a bath bench I bought after my knee surgery?,Bath Bench/Chair (purchase),question
"bought a quad cane for extra stability, the four footed kind",Quad Cane (purchase),natural_diverse
Submitting receipt for a point-of-care capillary blood glucose monitoring device for self-management of type 2 diabetes,Blood glucose meter,detailed_clinical
care home fees,Nursing Home and Long Term Care,vague_turn1
purchased a Vicks Warm Steam Vaporizer from Shoppers Drug Mart,Vaporizer (table top),brand_specific
dexcom transmitter replacement,Glucose Monitoring System Transmitter,natural_diverse
bought a Tempur-Pedic TEMPUR-Neck pillow from Sleep Country,Cervical Pillow,brand_specific
registered massage therapist massage therapy,Massage,natural_diverse
something medical,Other medical items,vague_turn1
I bought the little machine that pricks your finger and tells you your sugar number,Blood glucose meter,confused_student
I twisted my wrist playing volleyball so I ran to Shoppers and grabbed an off-the-shelf wrist brace,Brace (Non-custom),storyteller
PSA blood test,PSA Test (Prostate Specific Antigen),vague_turn1
"I have long stockings that go all the way up my thigh, mild pressure, maybe 15 or so?","Compression Stockings, thigh/full (15-19 mmhg)",confused_student
optometrist did a special diagnostic test for my glaucoma risk,Diagnostic Vision Test,natural_diverse
the skin test for TB,TB Test/Mantoux,vague_turn1
Which category for full-length compression stockings at 15-19 mmHg that go up to the thigh?,"Compression Stockings, thigh/full (15-19 mmhg)",question
I picked 'Glucose Monitoring System Receiver' but it's just a regular finger-prick glucometer,Blood glucose meter,wrong_guess
"electric heating pad for my muscle pain, claim as medical item",Heat Therapy - Re-usable items (purchase),natural_diverse
thigh length 20-29 mmhg compression,"Compression Stockings, thigh/full (20-29 mmhg)",terse
occupational therapist not physiotherapist,Occupational Therapy,partial_turn2
Where do I claim an acupuncture session for chronic migraines?,Acupuncture,question
"got a cast put on at the fracture clinic, hard fiberglass type","Cast, fiberglass",natural_diverse
"required for work, safety type",Safety Glasses,partial_turn2
Which category for knee-length compression stockings rated between 15 and 19 mmHg?,"Compression Stockings, knee length (15-19 mmhg)",question
"I buy the machine that push needle by itself for insulin, automatic type, you just press button",Insulin Gun (automatic),esl_speaker
vaporizer,Vaporizer (table top),vague_turn1
"my therapist is a PSYCHOLOGIST with a doctorate, not a psychotherapist or counsellor, the categories need better descriptions",Psychologist,complaint
"automatic kind, needle phobia",Insulin Gun (automatic),partial_turn2
breast cancer screening done,Mammogram,partial_turn2
"holter type blood pressure monitoring, wore it for one full day",Ambulatory Blood Pressure Test,natural_diverse
"called 911, got charged for the ambulance",Ambulance,partial_turn2
homeopathic medicine,Homeopathic Treatment,partial_turn2
ice pack | reusable gel kind | for my knee after physio,Cold Therapy - Re-usable Items (purchase),progressive
they modified my existing shoe,Other foot care services (i.e. orthopedic shoe modification),partial_turn2
the specialist made it from a mold,"Brace, AFO/KAFO (Custom)",partial_turn2
"I went for a rub-down at the massage place, a real registered therapist though",Massage,confused_student
"contacts | prescription, monthly disposables",Prescription Contacts,progressive
Submitting for a diagnostic colonoscopy with polypectomy and biopsy for colorectal cancer screening,Colonoscopy,detailed_clinical
"private ultrasound scan done, not covered by OHIP",Ultrasound,natural_diverse
purchased an Omnipod 5 tubeless insulin pump system from my endocrinologist's office,Insulin infusion pump,brand_specific
"hospital social worker helped me find home care, how do i claim this",Social Worker (Bachelors),natural_diverse
medic alert,Medic Alert Bracelet,vague_turn1
steam vaporizer the doctor suggested for my congestion issues,Vaporizer (table top),natural_diverse
"I got one of those metal frame things you pick up and move, no wheels on it",Walker - non wheeled (purchase),confused_student
submitting for occupational therapy for my child's sensory issues,Occupational Therapy,natural_diverse
"doctor give me paper for medical cannabis, I buy from special website, legal prescription",Medical Cannabis,esl_speaker
therapeutic footwear,Orthopaedic or custom made shoes,vague_turn1
"BEDPAN not a commode, the flat one used while lying in bed",Bedpan,natural_diverse
prescription sunglasses vision claim,Other vision services (i.e. safety glasses),natural_diverse
my child sees a speech therapist for his stutter,Speech Therapy,natural_diverse
heating pad,Heat Therapy - Re-usable items (purchase),vague_turn1
pre-authorization for dental work,Dental Estimate for Services,partial_turn2
registered chiropractor,Chiropractic,partial_turn2
"submitting for my kids dental appointments, checkup and cleaning",Dental Services,natural_diverse
insulin thing | auto injector | I can't do manual needles,Insulin Gun (automatic),progressive
What category for occupational therapy sessions?,Occupational Therapy,question
I run a lot and my calves swell up so I got these sleeves that go from ankle to knee but have no feet,"Compression Calf Sleeves/Tights (footless), any length",storyteller
seeing a homeopath for my chronic fatigue,Homeopathic Treatment,natural_diverse
bought insoles from the drugstore for my arch support,Standard foot orthotics or shoe inserts,natural_diverse
homeopath consultation treatment,Homeopathic Treatment,terse
allergy blood work,Blood test for Allergies (IG test not eligible),partial_turn2
physio rehab session,Physiotherapy,terse
x-ray done privately paid out of pocket,X-Ray,partial_turn2
neck pillow,Cervical Pillow,vague_turn1
bought an automatic blood pressure machine for home monitoring,Blood pressure monitor,natural_diverse
seeing a social worker | masters degree | different from bachelors,Social Worker (Masters level),progressive
started Invisalign treatment at Village Orthodontics and need to claim the initial fee,Orthodontic Services (Braces - initial and monthly fee),brand_specific
submitting for emergency care i received outside regular ER,Other emergency services,natural_diverse
portable bedside urinal for home care use,Urinal (purchase),natural_diverse
back treatment | chiropractic adjustments | for my disc,Chiropractic,progressive
special stockings they made for me,"Compression Stockings, custom, any length",vague_turn1
"I saw a kinesiologist, I can't find that in the category list anywhere",Other health specialists,confused_student
"submitting the lab fee for blood collection, separate from test costs",Blood Withdrawal Fee,natural_diverse
"CHIROPRACTIC not massage, the spinal adjustments",Chiropractic,natural_diverse
booking massage therapy for my spouse's chronic shoulder tension,Massage,parent_or_dependent
eye appointment,Eye Exam,vague_turn1
optometrist | annual checkup | not buying anything,Eye Exam,progressive
"got the sock with no foot part from shoppers, how do i submit","Compression Calf Sleeves/Tights (footless), any length",natural_diverse
"I selected 'Eye Exam' but this was actually a diagnostic test for glaucoma, not a regular exam",Diagnostic Vision Test,wrong_guess
allergy test,Scratch Test for Allergies,vague_turn1
crutches | regular pair | not the elbow cuff type,"Crutches, pair",progressive
bought a bedside commode so my mother doesn't have to walk to bathroom,Stationary Commode (purchase),natural_diverse
attaches to the side of the bed,Bed Rails (purchase),partial_turn2
"sleep apnea machine accessories, headgear worn out, also need new filters","CPAP, APAP, BIPAP Supplies",natural_diverse
bachelor degree social worker,Social Worker (Bachelors),partial_turn2
bought Juzo Soft thigh-high 15-20 mmHg with open toe from HealthKart,"Compression Stockings, thigh/full (15-19 mmhg)",brand_specific
private ultrasound | gel scan | diagnostic not MRI,Ultrasound,progressive
Where do I submit a claim for shoes that were custom-made for my foot condition?,Orthopaedic or custom made shoes,question
the cuff I use at home,Blood pressure monitor,partial_turn2
"FIBERGLASS cast not plaster, the colored lightweight kind they use now","Cast, fiberglass",natural_diverse
counselling sessions,Clinical Counsellor,vague_turn1
"I have the compression stocking that go high to my leg top, 25 mmhg pressure","Compression Stockings, thigh/full (20-29 mmhg)",esl_speaker
fiberglass cast fracture,"Cast, fiberglass",terse
"my social worker she have master degree, MSW, she do therapy for my stress",Social Worker (Masters level),esl_speaker
the blowing device,Peak Flow Meter,vague_turn1
Which option do I select for compression stockings that are under 14 mmHg?,"Compression Stockings, any length (up to 14 mmhg)",question
"OTHER specialist not the ones on the list, different type of doctor",Other health specialists,natural_diverse
"they took my blood to check what I'm allergic to, like food and pollen allergies",Blood test for Allergies (IG test not eligible),confused_student
Claiming a quantitative serum PSA assay for prostate cancer screening,PSA Test (Prostate Specific Antigen),detailed_clinical
"OSTOMY supplies not general incontinence, for my stoma",Ostomy,natural_diverse
wig hair prosthesis chemotherapy,Wig,natural_diverse
"not off the shelf, fitted specially",Custom made foot orthotics,partial_turn2
ovarian marker test | blood drawn | gynecologist ordered,CA-125 (Cancer Antigen) Test,progressive
medical supply | specialized | not in the regular list,Other medical items,progressive
hearing aids | both ears | fitted at audiologist,Hearing Aids,progressive
frame that goes around the toilet,Versa Frame (purchase),partial_turn2
dental work after injury,Dental Accident,partial_turn2
went to the optometrist,Eye Exam,vague_turn1
"my daughter needs new prescription glasses, her eyes got worse since last year",Prescription Glasses,parent_or_dependent
"saw a specialist not listed in the categories, rheumatologist visit",Other health specialists,natural_diverse
blood allergy test | drew blood | checked multiple allergens,Blood test for Allergies (IG test not eligible),progressive
optometrist did special eye scan scan and visual field testing for my optic nerve,Diagnostic Vision Test,natural_diverse
wheeled walker | seat and basket | my father needs it,Walker - with wheels (purchase),progressive
retinal scan diagnostic test,Diagnostic Vision Test,terse
need to claim knee-high 18 mmhg compression stockings for my daughter's circulation issues,"Compression Stockings, knee length (15-19 mmhg)",parent_or_dependent
"ULTRASOUND scan not MRI, the gel and wand kind for soft tissue",Ultrasound,natural_diverse
more than a regular checkup,Diagnostic Vision Test,partial_turn2
wearable insulin device | not the injection kind | attached to my side,Insulin infusion pump,progressive
registered osteopathic manual practitioner for my tension headaches,Osteopath,natural_diverse
"my daughter has custom leg braces made to fit her exactly, foot to knee","Brace, AFO/KAFO (Custom)",natural_diverse
"putting in for my son's elbow brace, just the regular one from the store",Brace (Non-custom),natural_diverse
CGM sensors refill,Glucose Monitoring System Supplies/Sensors,terse
"not regular shoes, therapeutic",Orthopaedic or custom made shoes,partial_turn2
medical item | doesn't fit any specific category | for my condition,Other medical items,progressive
medic alert for my allergy,Medic Alert Bracelet,partial_turn2
claiming shoe modifications for my child's shoes to correct his gait issue,Other foot care services (i.e. orthopedic shoe modification),parent_or_dependent
"nasal mask for my sleep apnea machine, claim this separately from the machine","CPAP, APAP, BIPAP Mask",natural_diverse
had a the cancer marker blood test blood test for ovarian cancer screening,CA-125 (Cancer Antigen) Test,natural_diverse
registered psychotherapist for EMDR therapy sessions,Psychotherapist,natural_diverse
AT not physiotherapist,Athletic Therapy,partial_turn2
had OT sessions at Ottawa Hand Therapy Clinic for my carpal tunnel rehab,Occupational Therapy,brand_specific
work glasses,Safety Glasses,vague_turn1
medical wig,Wig,vague_turn1
post mastectomy bra | prosthesis pocket | after my surgery,Mastectomy bra,progressive
"finger stick lancets for glucose monitoring, single use needles",Lancet,natural_diverse
"PODIATRY treatment, the doctor kind, not just nail care chiropody",Podiatry Treatment,natural_diverse
podiatry visit for my heel pain treatment,Podiatry Treatment,natural_diverse
bed safety bars,Bed Rails (purchase),vague_turn1
ordered Sigvaris Essential Opaque knee-high 30-40 mmHg through my clinic,"Compression Stockings, knee length (30 mmhg & over)",brand_specific
"started acupuncture for my chronic back pain, weekly sessions",Acupuncture,natural_diverse
Submitting for a serum Cancer Antigen 125 quantitative assay for ovarian malignancy surveillance,CA-125 (Cancer Antigen) Test,detailed_clinical
"social worker | masters level, MSW",Social Worker (Masters level),progressive
"have the automatic insulin gun that injects itself, not manual",Insulin Gun (automatic),natural_diverse
"registered clinical counsellor for CBT sessions, is this covered",Clinical Counsellor,natural_diverse
ear wax removal,Other hearing services,vague_turn1
"medical item needed for my condition, not in the specific categories",Other medical items,natural_diverse
"I buy small machine that make air wet in my room, for my nose dry at night",Humidifier (Table Top),esl_speaker
"four wheeled rollator with basket, my father needs it for outdoor walking",Walker - with wheels (purchase),natural_diverse
I selected 'Prescription Glasses' but I bought contacts not glasses,Prescription Contacts,wrong_guess
basic walking cane for balance,"Cane, standard",partial_turn2
"getting pre-auth for my planned procedure, not claiming actual costs yet",Estimate/Pre-Authorization,natural_diverse
diagnostic ultrasound privately,Ultrasound,partial_turn2
"saw a grief counsellor, not sure which mental health category this falls under",Other mental health services,natural_diverse
custom brace,"Brace, right knee (Custom)",vague_turn1
"I got these tight leg things but they don't have the foot part, what do I pick?","Compression Calf Sleeves/Tights (footless), any length",confused_student
reusable ice pack not single use,Cold Therapy - Re-usable Items (purchase),partial_turn2
My physio uses a TENS machine in sessions and said I should buy my own for home use to help manage my chronic back pain,"Stimulator, muscle/nerve (TENS)",storyteller
"cold therapy wrap purchase, the reusable cold compress for my shoulder",Cold Therapy - Re-usable Items (purchase),natural_diverse
table top humidifier my doctor suggested for my dry airways,Humidifier (Table Top),natural_diverse
ambulatory BP monitoring,Ambulatory Blood Pressure Test,partial_turn2
"this is a BACHELORS level social worker not masters, different fee",Social Worker (Bachelors),natural_diverse
the display for my glucose sensor,Glucose Monitoring System Receiver,vague_turn1
"bed side safety rail, prevents falling out at night",Bed Rails (purchase),natural_diverse
bought a basic non-wheeled walker for my elderly mother after her hip replacement,Walker - non wheeled (purchase),parent_or_dependent
I went to get a special brace built for my left knee specifically,"Brace, left knee (Custom)",confused_student
"the transmitter for my continuous glucose system died, need a new one",Glucose Monitoring System Transmitter,natural_diverse
impressions and xrays for orthodontic planning,Other Orthodontic/Dental Services (i.e. orthodontic records),partial_turn2
"allergy panel through blood test, immunology ordered it not skin test",Blood test for Allergies (IG test not eligible),natural_diverse
the really firm long ones,"Compression Stockings, thigh/full (30 mmhg & over)",vague_turn1
"had a colonoscopy done at the hospital, screening and found a polyp",Colonoscopy,natural_diverse
"I accidentally submitted under knee-length last time but these go up to my thighs, 18 mmhg, please help","Compression Stockings, thigh/full (15-19 mmhg)",complaint
claiming a post-mastectomy bra for my mother after her breast cancer surgery,Mastectomy bra,parent_or_dependent
Claiming bilateral graduated compression arm sleeves for post-mastectomy lymphedema management,Other garment brace services (i.e. compression gloves),detailed_clinical
CPAP mask replacement,"CPAP, APAP, BIPAP Mask",terse
brain scan,MRI (Magnetic Resonance Imaging),vague_turn1
small humidifier for my breathing,Humidifier (Table Top),partial_turn2
foot insoles,Custom made foot orthotics,vague_turn1
"folding wheelchair for transporting my father, the lightweight kind",Transport Wheelchair,natural_diverse
"is a glucometer the same as a glucose monitoring system? mine just does finger pricks, no sensors",Blood glucose meter,complaint
claiming the display unit for my continuous glucose monitor,Glucose Monitoring System Receiver,natural_diverse
"not a regular exam, a special scan",Diagnostic Vision Test,partial_turn2
the molded earplugs,Ear Plugs (custom made),vague_turn1
"I need TB test for my school, they put small injection in arm and check after 2 day",TB Test/Mantoux,esl_speaker
had custom orthotics made at Kintec using Paris Orthotics lab fabrication,Custom made foot orthotics,brand_specific
toilet assist frame,Versa Frame (purchase),partial_turn2
"got a custom brace for my RIGHT knee, measured and fabricated specially","Brace, right knee (Custom)",natural_diverse
other ear service,Other hearing services,vague_turn1
Where do I claim a urinal purchased for home use?,Urinal (purchase),question
mental health appointment,Psychologist,vague_turn1
"the transmitter is NOT the sensor, it's the reusable part that clips on, why are there four separate categories for this",Glucose Monitoring System Transmitter,complaint
bought a BIPAP machine for my husband who was just diagnosed with sleep apnea,"CPAP, APAP, BIPAP Machine",parent_or_dependent
"INCONTINENCE supplies not regular hygiene, the medical pads and briefs",Incontinence Supplies,natural_diverse
I got one of those bracelets that says what medical conditions I have in case of emergency,Medic Alert Bracelet,confused_student
employer requires them,Safety Glasses,partial_turn2
private MRI for my knee to avoid the waiting list,MRI (Magnetic Resonance Imaging),natural_diverse
"glasses from lenscrafters, need new prescription every year",Prescription Glasses,natural_diverse
CGM supplies,Glucose Monitoring System Supplies/Sensors,vague_turn1
"shoe modification service, added orthopaedic build up to my footwear",Other foot care services (i.e. orthopedic shoe modification),natural_diverse
RMT session,Massage,vague_turn1
"regular insulin pen device, manual type, different from auto injector",Insulin Gun (manual),natural_diverse
leg socks | goes to my knee | not the tightest kind,"Compression Stockings, knee length (15-19 mmhg)",progressive
ambulatory BP monitoring device rental and test reading fee,Ambulatory Blood Pressure Test,natural_diverse
leg socks | knee length | the firm kind my doctor prescribed,"Compression Stockings, knee length (20-29 mmhg)",progressive
bought a reusable ice wrap for my daughter's knee after her volleyball game,Cold Therapy - Re-usable Items (purchase),parent_or_dependent
microwaveable heat wrap,Heat Therapy - Re-usable items (purchase),partial_turn2
"medication prescribed by my doctor, chronic condition management",Drug,natural_diverse
"shoe inserts from the drug store, over the counter orthotics for flat feet",Standard foot orthotics or shoe inserts,natural_diverse
"I go to foot doctor, she is chiropodist, she cut nail and treat hard skin on foot",Chiropody (Foot Care) Treatment,esl_speaker
I picked 'Other vision services' but I just bought regular prescription glasses,Prescription Glasses,wrong_guess
"submitting for my mom's new cpap mask, the nasal pillow type","CPAP, APAP, BIPAP Mask",natural_diverse
auto insulin gun,Insulin Gun (automatic),terse
SLP session,Speech Therapy,vague_turn1
"the nasal mask, needs replacing","CPAP, APAP, BIPAP Mask",partial_turn2
purchased Phonak Audeo Paradise hearing aids from Connect Hearing,Hearing Aids,brand_specific
purchased a Hugo Adjustable Derby cane from Pharma Plus,"Cane, standard",brand_specific
cervical pillow neck support,Cervical Pillow,natural_diverse
Claiming a dual-channel transcutaneous electrical nerve stimulation unit with adjustable frequency and intensity,"Stimulator, muscle/nerve (TENS)",detailed_clinical
long term care,Nursing Home and Long Term Care,vague_turn1
"I need more of those sticky patches that read my sugar, they go on my arm",Glucose Monitoring System Supplies/Sensors,confused_student
purchased IMAK Compression Arthritis Gloves from Walmart,Other garment brace services (i.e. compression gloves),brand_specific
they injected something in my forearm and I have to go back in two days for them to check it,TB Test/Mantoux,confused_student
fiberglass cast they put on,"Cast, fiberglass",partial_turn2
"replacement pads for the tens unit, the sticky electrode ones","Stimulator, supplies",natural_diverse
doesn't fit the listed categories,Other medical items,partial_turn2
"I filed under 'knee length 20-29' but mine are actually 35 mmhg, need to fix this","Compression Stockings, knee length (30 mmhg & over)",wrong_guess
other medical items supplies,Other medical items,natural_diverse
"custom the leg brace from knee to foot brace, goes knee to foot, made special for my nerve damage","Brace, AFO/KAFO (Custom)",natural_diverse
lancets | tiny needles | for pricking finger to check blood sugar,Lancet,progressive
BRCA screening,Screening (for DNA/Genetic purposes),partial_turn2
"underarm crutches after my knee surgery, do i claim both as a pair","Crutches, pair",natural_diverse
the booth test with the beeping,Audiometric Exam,partial_turn2
"got a four wheel walker with a seat from medical supplier, for my mom",Walker - with wheels (purchase),natural_diverse
claiming custom knee brace for my wife's left knee arthritis,"Brace, left knee (Custom)",natural_diverse
Filing for a pure-tone and speech audiometric examination including tympanometry for hearing threshold assessment,Audiometric Exam,detailed_clinical
air humidifier,Humidifier (Table Top),vague_turn1
"the actual machine, not the mask","CPAP, APAP, BIPAP Machine",partial_turn2
"I use app on phone for CBT therapy, it is online program, not go to office, do at home",Digital Cognitive Behavioural Therapy,esl_speaker
rollator walker with wheels,Walker - with wheels (purchase),terse
rolling commode | with wheels | not the stationary kind,Wheeled Commode (purchase),progressive
meds | prescription | chronic condition management,Drug,progressive
social work | she has her MSW | clinical level,Social Worker (Masters level),progressive
RMT for my injury,Massage,partial_turn2
psychologist not just a counsellor,Psychologist,partial_turn2
purchased BabyFirst audiometric screening package at HearingLife for my toddler,Audiometric Exam,brand_specific
Which category for a treatment session with a chiropodist for foot care?,Chiropody (Foot Care) Treatment,question
pump supplies | infusion sets and reservoirs | replace every few days,Insulin infusion pump supplies,progressive
"wearable device, delivers insulin continuously",Insulin infusion pump,partial_turn2
"needed a bedpan for my recovery at home, couldn't walk to bathroom",Bedpan,natural_diverse
registered clinical counsellor,Clinical Counsellor,partial_turn2
pure tone hearing test,Audiometric Exam,partial_turn2
insulin injector,Insulin Gun (automatic),vague_turn1
"sleep apnea machine, finally got diagnosed after the sleep study","CPAP, APAP, BIPAP Machine",natural_diverse
"I go to clinic to sleep one night, they put wire on me and watch how I breathe",Sleep Study,esl_speaker
"the transmitter, not the sensor or receiver",Glucose Monitoring System Transmitter,partial_turn2
orthodontics,Orthodontic Services (Braces - initial and monthly fee),vague_turn1
"orthotist fabricated a custom ankle foot brace, drop foot condition","Brace, AFO/KAFO (Custom)",natural_diverse
"really gentle, barely feel them","Compression Stockings, any length (up to 14 mmhg)",partial_turn2
therapeutic footwear | not regular shoes | prescribed by doctor,Orthopaedic or custom made shoes,progressive
other eye service,Other vision services (i.e. safety glasses),vague_turn1
ordered prescribed medical cannabis from Shoppers Cannabis Care online,Medical Cannabis,brand_specific
"I picked 'knee length 15-19' but these are thigh-high, not knee-high","Compression Stockings, thigh/full (15-19 mmhg)",wrong_guess
medical wig hair loss,Wig,terse
Where do I claim a standard single-point walking cane?,"Cane, standard",question
I picked 'Walker non wheeled' but mine actually has four wheels and brakes,Walker - with wheels (purchase),wrong_guess
speech pathologist,Speech Therapy,vague_turn1
got a bath seat so my elderly dad doesn't fall in the shower,Bath Bench/Chair (purchase),natural_diverse
CGM transmitter piece,Glucose Monitoring System Transmitter,terse
bed rails purchase safety,Bed Rails (purchase),natural_diverse
safety bars in bathroom permanently installed for my balance issues,Grab Bar/Bath Bar - permanent fixtures (purchase),natural_diverse
acupuncture session,Acupuncture,vague_turn1
foot doctor,Podiatry Treatment,vague_turn1
"I go to therapy with psychotherapist, she is RP, registered psychotherapist, for my depression",Psychotherapist,esl_speaker
pills,Drug,vague_turn1
