text,label,style
full leg socks,"Compression Stockings, thigh/full (15-19 mmhg)",vague_turn1
um full leg socks,"Compression Stockings, thigh/full (15-19 mmhg)",vague_turn1_aug
monthly colostomy supplies,Ostomy,partial_turn2
actually monthly colostomy supplies,Ostomy,partial_turn2_aug
coordination | provincial paid | now claiming the rest,Provincial Replacement Plan,progressive
coordination | provincial paid | claiming the rest,Provincial Replacement Plan,progressive_aug
coordination provincial | paid | now claiming the rest,Provincial Replacement Plan,progressive_aug
I think coordination | provincial paid | now claiming the rest,Provincial Replacement Plan,progressive_aug
estimate before they start,Dental Estimate for Services,partial_turn2
estimate start they before,Dental Estimate for Services,partial_turn2_aug
estimate before they start like,Dental Estimate for Services,partial_turn2_aug
"I got these special insoles that were molded to my feet, they took a cast of my arches",Custom made foot orthotics,confused_student
"I got these special insoles were molded to my feet, they took a cast of my arches",Custom made foot orthotics,confused_student_aug
"I got these special insoles that were molded to my feet, arches took a cast of my they",Custom made foot orthotics,confused_student_aug
"I got these special insoles that were molded to um my feet, they took a cast of my arches",Custom made foot orthotics,confused_student_aug
"Where do I submit a claim for a mental health practitioner who isn't a psychologist, counsellor, or social worker?",Other mental health services,question
"Where do I submit a claim for a mental health practitioner who isn't psychologist, counsellor, or social worker?",Other mental health services,question_aug
"Where practitioner I submit a claim for a mental health do who isn't a psychologist, counsellor, or social worker?",Other mental health services,question_aug
"Where do I submit a claim for a mental health basically practitioner who isn't a psychologist, counsellor, or social worker?",Other mental health services,question_aug
"my doctor write prescription for very strong knee sock, 30 mmhg or more, very hard to wear","Compression Stockings, knee length (30 mmhg & over)",esl_speaker
"my doctor write prescription for very strong knee sock, 30 or more, very hard to wear","Compression Stockings, knee length (30 mmhg & over)",esl_speaker_aug
"my doctor write more, for very strong knee sock, 30 mmhg or prescription very hard to wear","Compression Stockings, knee length (30 mmhg & over)",esl_speaker_aug
"my doctor write prescription for very strong knee sock, so 30 mmhg or more, very hard to wear","Compression Stockings, knee length (30 mmhg & over)",esl_speaker_aug
crutches | the elbow cuff kind not underarm,Forearm Crutch (purchase),progressive
crutches | elbow cuff kind not underarm,Forearm Crutch (purchase),progressive_aug
kind | the elbow cuff crutches not underarm,Forearm Crutch (purchase),progressive_aug
crutches | so the elbow cuff kind not underarm,Forearm Crutch (purchase),progressive_aug
CGM receiver device,Glucose Monitoring System Receiver,terse
CGM receiver just device,Glucose Monitoring System Receiver,terse_aug
What category for treatment sessions with a licensed homeopath?,Homeopathic Treatment,question
What category for treatment sessions with licensed homeopath?,Homeopathic Treatment,question_aug
What for category treatment sessions with a licensed homeopath?,Homeopathic Treatment,question_aug
What category for treatment like sessions with a licensed homeopath?,Homeopathic Treatment,question_aug
"I buy tube for my inhaler, help me breathe medicine, it is spacer",Aerochamber,esl_speaker
"I buy tube for my inhaler, me breathe medicine, it is spacer",Aerochamber,esl_speaker_aug
"I buy tube for my it help me breathe medicine, inhaler, is spacer",Aerochamber,esl_speaker_aug
"I buy tube for my inhaler, help me breathe medicine, it is spacer I think",Aerochamber,esl_speaker_aug
my child sees a speech-language pathologist for a stuttering issue,Speech Therapy,parent_or_dependent
my child sees a speech-language pathologist for a issue,Speech Therapy,parent_or_dependent_aug
my for sees a speech-language pathologist child a stuttering issue,Speech Therapy,parent_or_dependent_aug
my child sees a speech-language pathologist for a so stuttering issue,Speech Therapy,parent_or_dependent_aug
"I go to podiatrist, foot doctor, he treat my foot pain and check how I walk",Podiatry Treatment,esl_speaker
"go to podiatrist, foot doctor, he treat my foot pain and check how I walk",Podiatry Treatment,esl_speaker_aug
"I go to podiatrist, and doctor, he treat my foot pain foot check how I walk",Podiatry Treatment,esl_speaker_aug
"I go to podiatrist, foot I think doctor, he treat my foot pain and check how I walk",Podiatry Treatment,esl_speaker_aug
purchased a Philips Personal Best peak flow meter from the pharmacy,Peak Flow Meter,brand_specific
purchased a Philips Personal Best flow meter from the pharmacy,Peak Flow Meter,brand_specific_aug
purchased a Philips meter Best peak flow Personal from the pharmacy,Peak Flow Meter,brand_specific_aug
purchased a Philips I think Personal Best peak flow meter from the pharmacy,Peak Flow Meter,brand_specific_aug
got prescription safety glasses through the SafeVision program at Clearly,Safety Glasses,brand_specific
got prescription glasses through the SafeVision program at Clearly,Safety Glasses,brand_specific_aug
got through safety glasses prescription the SafeVision program at Clearly,Safety Glasses,brand_specific_aug
got like prescription safety glasses through the SafeVision program at Clearly,Safety Glasses,brand_specific_aug
"I just bought some arch support insoles at the drugstore, nothing custom",Standard foot orthotics or shoe inserts,confused_student
"I just bought some arch support insoles at drugstore, nothing custom",Standard foot orthotics or shoe inserts,confused_student_aug
"I just bought some arch support insoles at custom drugstore, nothing the",Standard foot orthotics or shoe inserts,confused_student_aug
"just I just bought some arch support insoles at the drugstore, nothing custom",Standard foot orthotics or shoe inserts,confused_student_aug
purchased a TENS 7000 digital unit from HealthyKin,"Stimulator, muscle/nerve (TENS)",brand_specific
purchased a TENS 7000 digital from HealthyKin,"Stimulator, muscle/nerve (TENS)",brand_specific_aug
purchased a digital 7000 TENS unit from HealthyKin,"Stimulator, muscle/nerve (TENS)",brand_specific_aug
purchased a TENS 7000 digital unit I think from HealthyKin,"Stimulator, muscle/nerve (TENS)",brand_specific_aug
special blood work,Other laboratory and diagnostic tests,vague_turn1
special I think blood work,Other laboratory and diagnostic tests,vague_turn1_aug
"group therapy, not individual",Other mental health services,partial_turn2
"group not therapy, individual",Other mental health services,partial_turn2_aug
"group therapy, not basically individual",Other mental health services,partial_turn2_aug
emergency treatment,Other emergency services,vague_turn1
emergency so treatment,Other emergency services,vague_turn1_aug
Claiming custom-fabricated orthopaedic footwear constructed to accommodate bilateral pes planus with medial arch support modification,Orthopaedic or custom made shoes,detailed_clinical
Claiming custom-fabricated orthopaedic footwear constructed to accommodate bilateral pes planus medial arch support modification,Orthopaedic or custom made shoes,detailed_clinical_aug
Claiming custom-fabricated orthopaedic medial constructed to accommodate bilateral pes planus with footwear arch support modification,Orthopaedic or custom made shoes,detailed_clinical_aug
Claiming custom-fabricated orthopaedic footwear constructed to accommodate bilateral pes planus with medial arch support like modification,Orthopaedic or custom made shoes,detailed_clinical_aug
table top humidifier for my bedroom,Humidifier (Table Top),partial_turn2
table top for my bedroom,Humidifier (Table Top),partial_turn2_aug
table top humidifier bedroom my for,Humidifier (Table Top),partial_turn2_aug
table like top humidifier for my bedroom,Humidifier (Table Top),partial_turn2_aug
"I saw someone who does manual therapy on my muscles and joints, an osteopath",Osteopath,confused_student
"I saw someone does manual therapy on my muscles and joints, an osteopath",Osteopath,confused_student_aug
"I saw someone who an manual therapy on my muscles and joints, does osteopath",Osteopath,confused_student_aug
"I saw someone who does manual therapy on my muscles and joints, um an osteopath",Osteopath,confused_student_aug
mantoux skin injection test,TB Test/Mantoux,partial_turn2
mantoux test injection skin,TB Test/Mantoux,partial_turn2_aug
mantoux skin injection test um,TB Test/Mantoux,partial_turn2_aug
why do I need to know if my social worker has a bachelors or masters? her profile says BSW so I guess bachelors,Social Worker (Bachelors),complaint
why do I need to know if my social worker has a bachelors or her profile says BSW so I guess bachelors,Social Worker (Bachelors),complaint_aug
why do I need to know if my social bachelors has a worker or masters? her profile says BSW so I guess bachelors,Social Worker (Bachelors),complaint_aug
why do I need to know if my social worker has a bachelors or masters? her like profile says BSW so I guess bachelors,Social Worker (Bachelors),complaint_aug
What category covers compression tights that are footless?,"Compression Calf Sleeves/Tights (footless), any length",question
What category covers compression tights that footless?,"Compression Calf Sleeves/Tights (footless), any length",question_aug
What category are compression tights that covers footless?,"Compression Calf Sleeves/Tights (footless), any length",question_aug
What category covers actually compression tights that are footless?,"Compression Calf Sleeves/Tights (footless), any length",question_aug
vitamin D deficiency test,Vitamin D Test,partial_turn2
vitamin test deficiency D,Vitamin D Test,partial_turn2_aug
just vitamin D deficiency test,Vitamin D Test,partial_turn2_aug
had a Zeiss OCT retinal scan at Dr. Bhatt's ophthalmology practice,Diagnostic Vision Test,brand_specific
had a Zeiss OCT retinal scan at Bhatt's ophthalmology practice,Diagnostic Vision Test,brand_specific_aug
had a Zeiss OCT retinal Bhatt's at Dr. scan ophthalmology practice,Diagnostic Vision Test,brand_specific_aug
had just a Zeiss OCT retinal scan at Dr. Bhatt's ophthalmology practice,Diagnostic Vision Test,brand_specific_aug
Submitting for a custom-fabricated right knee unloader brace for medial compartment osteoarthritis,"Brace, right knee (Custom)",detailed_clinical
Submitting for a custom-fabricated right knee unloader brace medial compartment osteoarthritis,"Brace, right knee (Custom)",detailed_clinical_aug
Submitting right a custom-fabricated for knee unloader brace for medial compartment osteoarthritis,"Brace, right knee (Custom)",detailed_clinical_aug
Submitting actually for a custom-fabricated right knee unloader brace for medial compartment osteoarthritis,"Brace, right knee (Custom)",detailed_clinical_aug
homeopathic | remedies and consultation | for my chronic symptoms,Homeopathic Treatment,progressive
homeopathic | and consultation | for my chronic symptoms,Homeopathic Treatment,progressive_aug
homeopathic | remedies and my | for consultation chronic symptoms,Homeopathic Treatment,progressive_aug
homeopathic | remedies and consultation | for my I think chronic symptoms,Homeopathic Treatment,progressive_aug
electrode pads | replacement | for my TENS unit,"Stimulator, supplies",progressive
electrode pads | replacement | for TENS unit,"Stimulator, supplies",progressive_aug
electrode replacement | pads | for my TENS unit,"Stimulator, supplies",progressive_aug
electrode pads | replacement | for my so TENS unit,"Stimulator, supplies",progressive_aug
"need replacement electrode pads for my dad's TENS unit, his pads are worn out","Stimulator, supplies",parent_or_dependent
"replacement electrode pads for my dad's TENS unit, his pads are worn out","Stimulator, supplies",parent_or_dependent_aug
"dad's replacement electrode pads for my need TENS unit, his pads are worn out","Stimulator, supplies",parent_or_dependent_aug
"need replacement electrode pads for my like dad's TENS unit, his pads are worn out","Stimulator, supplies",parent_or_dependent_aug
took my daughter to the allergist for a skin scratch test after she broke out in hives,Scratch Test for Allergies,parent_or_dependent
took my daughter to the allergist for a skin scratch test she broke out in hives,Scratch Test for Allergies,parent_or_dependent_aug
took my daughter to the allergist for she skin scratch test after a broke out in hives,Scratch Test for Allergies,parent_or_dependent_aug
took my so daughter to the allergist for a skin scratch test after she broke out in hives,Scratch Test for Allergies,parent_or_dependent_aug
"Filing for routine prophylaxis, bitewing radiographs, and composite resin restoration at a general dental practice",Dental Services,detailed_clinical
"Filing for routine bitewing radiographs, and composite resin restoration at a general dental practice",Dental Services,detailed_clinical_aug
"radiographs, for routine prophylaxis, bitewing Filing and composite resin restoration at a general dental practice",Dental Services,detailed_clinical_aug
"Filing for routine actually prophylaxis, bitewing radiographs, and composite resin restoration at a general dental practice",Dental Services,detailed_clinical_aug
Claiming podiatric medical treatment including biomechanical assessment and therapeutic intervention for plantar fasciitis,Podiatry Treatment,detailed_clinical
Claiming podiatric medical treatment including biomechanical assessment and therapeutic intervention for fasciitis,Podiatry Treatment,detailed_clinical_aug
Claiming podiatric medical treatment including for assessment and therapeutic intervention biomechanical plantar fasciitis,Podiatry Treatment,detailed_clinical_aug
Claiming podiatric medical treatment including biomechanical assessment and therapeutic intervention for plantar I think fasciitis,Podiatry Treatment,detailed_clinical_aug
special bra,Mastectomy bra,vague_turn1
basically special bra,Mastectomy bra,vague_turn1_aug
homeopathy,Homeopathic Treatment,vague_turn1
homeopathy actually,Homeopathic Treatment,vague_turn1_aug
needle therapy | acupuncture | weekly sessions for migraines,Acupuncture,progressive
needle therapy | acupuncture | weekly sessions migraines,Acupuncture,progressive_aug
needle therapy for acupuncture | weekly sessions | migraines,Acupuncture,progressive_aug
needle therapy | acupuncture | weekly sessions like for migraines,Acupuncture,progressive_aug
"in-patient stay, not emergency visit",Hospital (within your province),partial_turn2
"stay, not emergency visit",Hospital (within your province),partial_turn2_aug
"visit stay, not emergency in-patient",Hospital (within your province),partial_turn2_aug
"in-patient stay, I think not emergency visit",Hospital (within your province),partial_turn2_aug
urgent care,Other emergency services,vague_turn1
like urgent care,Other emergency services,vague_turn1_aug
my kid sprained her ankle at soccer and we picked up a ready-made brace at the pharmacy,Brace (Non-custom),parent_or_dependent
my kid sprained her ankle at soccer and we picked up a ready-made brace at the,Brace (Non-custom),parent_or_dependent_aug
my kid sprained brace ankle at soccer and we picked up a ready-made her at the pharmacy,Brace (Non-custom),parent_or_dependent_aug
my kid sprained her ankle at soccer and we I think picked up a ready-made brace at the pharmacy,Brace (Non-custom),parent_or_dependent_aug
emergency alert bracelet and membership,Medic Alert Bracelet,partial_turn2
emergency alert and membership,Medic Alert Bracelet,partial_turn2_aug
membership alert bracelet and emergency,Medic Alert Bracelet,partial_turn2_aug
emergency um alert bracelet and membership,Medic Alert Bracelet,partial_turn2_aug
Which category for bed rails I purchased for fall prevention?,Bed Rails (purchase),question
Which category for bed rails I purchased for fall,Bed Rails (purchase),question_aug
Which for for bed rails I purchased category fall prevention?,Bed Rails (purchase),question_aug
Which actually category for bed rails I purchased for fall prevention?,Bed Rails (purchase),question_aug
the mask,"CPAP, APAP, BIPAP Mask",vague_turn1
the like mask,"CPAP, APAP, BIPAP Mask",vague_turn1_aug
RD for my diabetes eating plan,Dietitian Services,partial_turn2
RD for my diabetes plan,Dietitian Services,partial_turn2_aug
eating for my diabetes RD plan,Dietitian Services,partial_turn2_aug
RD for my diabetes I think eating plan,Dietitian Services,partial_turn2_aug
tabletop humidifier purchase,Humidifier (Table Top),terse
tabletop so humidifier purchase,Humidifier (Table Top),terse_aug
speech therapy for my child,Speech Therapy,partial_turn2
speech therapy for child,Speech Therapy,partial_turn2_aug
for therapy speech my child,Speech Therapy,partial_turn2_aug
speech like therapy for my child,Speech Therapy,partial_turn2_aug
I tried to file under 'Clinical Counsellor' but my provider is actually a certified art therapist,Other mental health services,wrong_guess
I tried to file under 'Clinical Counsellor' but my provider is actually a art therapist,Other mental health services,wrong_guess_aug
I tried to file under is Counsellor' but my provider 'Clinical actually a certified art therapist,Other mental health services,wrong_guess_aug
I tried like to file under 'Clinical Counsellor' but my provider is actually a certified art therapist,Other mental health services,wrong_guess_aug
"my son sees a child psychologist for ADHD assessment and therapy, claiming those sessions",Psychologist,parent_or_dependent
"my son sees a child for ADHD assessment and therapy, claiming those sessions",Psychologist,parent_or_dependent_aug
"my assessment sees a child psychologist for ADHD son and therapy, claiming those sessions",Psychologist,parent_or_dependent_aug
"my son sees a child psychologist for ADHD like assessment and therapy, claiming those sessions",Psychologist,parent_or_dependent_aug
osteopath not chiropractor,Osteopath,partial_turn2
um osteopath not chiropractor,Osteopath,partial_turn2_aug
in-patient,Hospital (within your province),vague_turn1
in-patient basically,Hospital (within your province),vague_turn1_aug
naturopath | ND degree | for my hormonal issues,Naturopathic Treatment,progressive
naturopath | ND degree | for hormonal issues,Naturopathic Treatment,progressive_aug
naturopath | ND degree for | my hormonal issues,Naturopathic Treatment,progressive_aug
so naturopath | ND degree | for my hormonal issues,Naturopathic Treatment,progressive_aug
cleaning and xrays,Dental Services,partial_turn2
so cleaning and xrays,Dental Services,partial_turn2_aug
hearing devices | from the clinic | for my hearing loss,Hearing Aids,progressive
hearing devices | the clinic | for my hearing loss,Hearing Aids,progressive_aug
hearing loss | from the clinic | for my hearing devices,Hearing Aids,progressive_aug
hearing devices | from the clinic | for my just hearing loss,Hearing Aids,progressive_aug
"I lose hair because of medicine treatment, I buy wig to cover head",Wig,esl_speaker
"I lose hair because of medicine treatment, I buy wig to cover",Wig,esl_speaker_aug
"I lose medicine because of hair treatment, I buy wig to cover head",Wig,esl_speaker_aug
"so I lose hair because of medicine treatment, I buy wig to cover head",Wig,esl_speaker_aug
wig | after my chemo | hair loss from treatment | not cosmetic,Wig,progressive
wig | after my chemo | hair loss treatment | not cosmetic,Wig,progressive_aug
wig | after my chemo | hair loss from treatment | not cosmetic,Wig,progressive_aug
wig | actually after my chemo | hair loss from treatment | not cosmetic,Wig,progressive_aug
purchased a Sunbeam XpressHeat heating pad from Canadian Tire,Heat Therapy - Re-usable items (purchase),brand_specific
purchased a Sunbeam XpressHeat heating pad from Tire,Heat Therapy - Re-usable items (purchase),brand_specific_aug
purchased a Canadian XpressHeat heating pad from Sunbeam Tire,Heat Therapy - Re-usable items (purchase),brand_specific_aug
purchased a basically Sunbeam XpressHeat heating pad from Canadian Tire,Heat Therapy - Re-usable items (purchase),brand_specific_aug
the bra with the pocket for prosthesis,Mastectomy bra,partial_turn2
the bra with the pocket prosthesis,Mastectomy bra,partial_turn2_aug
the bra with prosthesis pocket for the,Mastectomy bra,partial_turn2_aug
so the bra with the pocket for prosthesis,Mastectomy bra,partial_turn2_aug
physiotherapy not massage,Physiotherapy,partial_turn2
physiotherapy basically not massage,Physiotherapy,partial_turn2_aug
audiologist hearing assessment,Audiologist Services,terse
audiologist basically hearing assessment,Audiologist Services,terse_aug
custom AFO brace rx,"Brace, AFO/KAFO (Custom)",terse
custom brace AFO rx,"Brace, AFO/KAFO (Custom)",terse_aug
custom AFO brace rx um,"Brace, AFO/KAFO (Custom)",terse_aug
chiropractor,Chiropractic,vague_turn1
chiropractor so,Chiropractic,vague_turn1_aug
pump supplies,Insulin infusion pump supplies,vague_turn1
actually pump supplies,Insulin infusion pump supplies,vague_turn1_aug
"I got the breathing machine that you use at night for snoring, not the mask part just the machine","CPAP, APAP, BIPAP Machine",confused_student
"I got the breathing machine that use at night for snoring, not the mask part just the machine","CPAP, APAP, BIPAP Machine",confused_student_aug
"I got the breathing machine that you use at snoring, for night not the mask part just the machine","CPAP, APAP, BIPAP Machine",confused_student_aug
"I actually got the breathing machine that you use at night for snoring, not the mask part just the machine","CPAP, APAP, BIPAP Machine",confused_student_aug
"stockings | goes all the way up | super firm, really hard to wear","Compression Stockings, thigh/full (30 mmhg & over)",progressive
"stockings | goes all the way up | super firm, hard to wear","Compression Stockings, thigh/full (30 mmhg & over)",progressive_aug
"stockings | goes all way the up | super firm, really hard to wear","Compression Stockings, thigh/full (30 mmhg & over)",progressive_aug
"stockings actually | goes all the way up | super firm, really hard to wear","Compression Stockings, thigh/full (30 mmhg & over)",progressive_aug
"medium compression, knee high","Compression Stockings, knee length (15-19 mmhg)",partial_turn2
"medium knee compression, high","Compression Stockings, knee length (15-19 mmhg)",partial_turn2_aug
"medium compression, knee just high","Compression Stockings, knee length (15-19 mmhg)",partial_turn2_aug
pain device | electric pulses | TENS unit for my back,"Stimulator, muscle/nerve (TENS)",progressive
pain device | electric pulses | TENS for my back,"Stimulator, muscle/nerve (TENS)",progressive_aug
pain device | electric pulses TENS | unit for my back,"Stimulator, muscle/nerve (TENS)",progressive_aug
pain device um | electric pulses | TENS unit for my back,"Stimulator, muscle/nerve (TENS)",progressive_aug
tooth knocked out accident,Dental Accident,terse
tooth accident out knocked,Dental Accident,terse_aug
tooth knocked out accident so,Dental Accident,terse_aug
blood pressure test,Ambulatory Blood Pressure Test,vague_turn1
just blood pressure test,Ambulatory Blood Pressure Test,vague_turn1_aug
blood drawn for allergy panel,Blood test for Allergies (IG test not eligible),partial_turn2
blood drawn for panel,Blood test for Allergies (IG test not eligible),partial_turn2_aug
allergy drawn for blood panel,Blood test for Allergies (IG test not eligible),partial_turn2_aug
blood drawn for allergy actually panel,Blood test for Allergies (IG test not eligible),partial_turn2_aug
"it's the little device I wear all the time that gives me insulin continuously, it's attached to my body",Insulin infusion pump,confused_student
"it's the little device I all the time that gives me insulin continuously, it's attached to my body",Insulin infusion pump,confused_student_aug
"it's the little device I wear all the time my gives me insulin continuously, it's attached to that body",Insulin infusion pump,confused_student_aug
"it's the little device I wear all the time that basically gives me insulin continuously, it's attached to my body",Insulin infusion pump,confused_student_aug
wheels and a basket,Walker - with wheels (purchase),partial_turn2
and wheels a basket,Walker - with wheels (purchase),partial_turn2_aug
wheels and so a basket,Walker - with wheels (purchase),partial_turn2_aug
needles in my back,Acupuncture,partial_turn2
needles in back my,Acupuncture,partial_turn2_aug
needles in my I think back,Acupuncture,partial_turn2_aug
custom shoes | orthopaedic | made for my diabetic foot,Orthopaedic or custom made shoes,progressive
custom shoes | orthopaedic | made for diabetic foot,Orthopaedic or custom made shoes,progressive_aug
custom shoes | orthopaedic | my for made diabetic foot,Orthopaedic or custom made shoes,progressive_aug
just custom shoes | orthopaedic | made for my diabetic foot,Orthopaedic or custom made shoes,progressive_aug
secondary plan,Provincial Replacement Plan,vague_turn1
secondary like plan,Provincial Replacement Plan,vague_turn1_aug
"I was on a long haul flight and the doctor suggested I get really mild compression socks, they're only about 10 mmhg","Compression Stockings, any length (up to 14 mmhg)",storyteller
"I was on a long haul flight and the doctor suggested I get mild compression socks, they're only about 10 mmhg","Compression Stockings, any length (up to 14 mmhg)",storyteller_aug
"I was on a long haul flight and 10 doctor suggested I get really mild compression socks, they're only about the mmhg","Compression Stockings, any length (up to 14 mmhg)",storyteller_aug
"I basically was on a long haul flight and the doctor suggested I get really mild compression socks, they're only about 10 mmhg","Compression Stockings, any length (up to 14 mmhg)",storyteller_aug
need glasses,Prescription Glasses,vague_turn1
need glasses just,Prescription Glasses,vague_turn1_aug
I bought a small humidifier for my bedroom to help with dry air,Humidifier (Table Top),confused_student
I bought a small humidifier for bedroom to help with dry air,Humidifier (Table Top),confused_student_aug
I bought a small humidifier to my bedroom for help with dry air,Humidifier (Table Top),confused_student_aug
I bought a small humidifier for my bedroom to help with dry just air,Humidifier (Table Top),confused_student_aug
subscribed to MindBeacon Therapist Guided iCBT program through my plan,Digital Cognitive Behavioural Therapy,brand_specific
subscribed to Therapist Guided iCBT program through my plan,Digital Cognitive Behavioural Therapy,brand_specific_aug
MindBeacon to subscribed Therapist Guided iCBT program through my plan,Digital Cognitive Behavioural Therapy,brand_specific_aug
subscribed to MindBeacon Therapist Guided iCBT program through my just plan,Digital Cognitive Behavioural Therapy,brand_specific_aug
inhaler attachment,Aerochamber,vague_turn1
inhaler basically attachment,Aerochamber,vague_turn1_aug
pump for milk | bought after baby | the medela one,Breast Pump (purchase),progressive
pump for | bought after baby | the medela one,Breast Pump (purchase),progressive_aug
pump | milk for bought after baby | the medela one,Breast Pump (purchase),progressive_aug
pump for milk | bought after baby | the medela so one,Breast Pump (purchase),progressive_aug
compression gloves arthritis,Other garment brace services (i.e. compression gloves),terse
compression gloves um arthritis,Other garment brace services (i.e. compression gloves),terse_aug
orthodontic braces monthly fee,Orthodontic Services (Braces - initial and monthly fee),terse
monthly braces orthodontic fee,Orthodontic Services (Braces - initial and monthly fee),terse_aug
orthodontic just braces monthly fee,Orthodontic Services (Braces - initial and monthly fee),terse_aug
genetic test | DNA screening | hereditary cancer risk,Screening (for DNA/Genetic purposes),progressive
genetic test | DNA screening | hereditary risk,Screening (for DNA/Genetic purposes),progressive_aug
genetic test | DNA screening risk hereditary cancer |,Screening (for DNA/Genetic purposes),progressive_aug
genetic test | DNA screening | hereditary actually cancer risk,Screening (for DNA/Genetic purposes),progressive_aug
insulin pen | reusable | takes cartridges | for my daily insulin,Insulin Pen Injector,progressive
insulin | reusable | takes cartridges | for my daily insulin,Insulin Pen Injector,progressive_aug
insulin pen my reusable | takes cartridges | for | daily insulin,Insulin Pen Injector,progressive_aug
insulin pen | reusable | takes cartridges | so for my daily insulin,Insulin Pen Injector,progressive_aug
has a BSW not a masters,Social Worker (Bachelors),partial_turn2
has a BSW a masters,Social Worker (Bachelors),partial_turn2_aug
has a masters not a BSW,Social Worker (Bachelors),partial_turn2_aug
has basically a BSW not a masters,Social Worker (Bachelors),partial_turn2_aug
the puffer spacer,Aerochamber,vague_turn1
just the puffer spacer,Aerochamber,vague_turn1_aug
"I selected 'Custom made foot orthotics' but I got entire custom shoes, not just insoles",Orthopaedic or custom made shoes,wrong_guess
"I selected made foot orthotics' but I got entire custom shoes, not just insoles",Orthopaedic or custom made shoes,wrong_guess_aug
"I selected 'Custom made foot orthotics' but got I entire custom shoes, not just insoles",Orthopaedic or custom made shoes,wrong_guess_aug
"I selected 'Custom made foot orthotics' but I got entire custom shoes, like not just insoles",Orthopaedic or custom made shoes,wrong_guess_aug
"my dentist wants to submit an estimate before doing the work, for pre-approval",Dental Estimate for Services,confused_student
"my wants to submit an estimate before doing the work, for pre-approval",Dental Estimate for Services,confused_student_aug
"my dentist wants to pre-approval an estimate before doing the work, for submit",Dental Estimate for Services,confused_student_aug
"my dentist wants to submit an estimate before doing the work, um for pre-approval",Dental Estimate for Services,confused_student_aug
spinal adjustments,Chiropractic,partial_turn2
like spinal adjustments,Chiropractic,partial_turn2_aug
Where do I claim a reusable heating pad I bought for pain management?,Heat Therapy - Re-usable items (purchase),question
Where do I claim reusable heating pad I bought for pain management?,Heat Therapy - Re-usable items (purchase),question_aug
Where do I claim a reusable heating pain I bought for pad management?,Heat Therapy - Re-usable items (purchase),question_aug
Where do I basically claim a reusable heating pad I bought for pain management?,Heat Therapy - Re-usable items (purchase),question_aug
foot doctor | podiatrist | did a medical procedure,Podiatry Treatment,progressive
foot doctor podiatrist | did a medical procedure,Podiatry Treatment,progressive_aug
foot medical | podiatrist | did a doctor procedure,Podiatry Treatment,progressive_aug
foot doctor just | podiatrist | did a medical procedure,Podiatry Treatment,progressive_aug
CA-125 blood test ovarian,CA-125 (Cancer Antigen) Test,terse
ovarian blood test CA-125,CA-125 (Cancer Antigen) Test,terse_aug
CA-125 blood just test ovarian,CA-125 (Cancer Antigen) Test,terse_aug
tooth injury | accident | not regular dental,Dental Accident,progressive
tooth injury | accident | regular dental,Dental Accident,progressive_aug
tooth | | accident injury not regular dental,Dental Accident,progressive_aug
tooth injury | accident | not regular dental so,Dental Accident,progressive_aug
just the consumable parts,"CPAP, APAP, BIPAP Supplies",partial_turn2
consumable the just parts,"CPAP, APAP, BIPAP Supplies",partial_turn2_aug
just actually the consumable parts,"CPAP, APAP, BIPAP Supplies",partial_turn2_aug
Claiming bilateral receiver-in-canal digital hearing instruments with adaptive directional microphone technology,Hearing Aids,detailed_clinical
Claiming bilateral receiver-in-canal digital hearing with adaptive directional microphone technology,Hearing Aids,detailed_clinical_aug
Claiming bilateral receiver-in-canal directional hearing instruments with adaptive digital microphone technology,Hearing Aids,detailed_clinical_aug
Claiming I think bilateral receiver-in-canal digital hearing instruments with adaptive directional microphone technology,Hearing Aids,detailed_clinical_aug
I put it under 'Compression Stockings any length up to 14' but these are actually 18 mmhg knee length,"Compression Stockings, knee length (15-19 mmhg)",wrong_guess
I put it under Stockings any length up to 14' but these are actually 18 mmhg knee length,"Compression Stockings, knee length (15-19 mmhg)",wrong_guess_aug
I put it under 'Compression Stockings any 18 up to 14' but these are actually length mmhg knee length,"Compression Stockings, knee length (15-19 mmhg)",wrong_guess_aug
so I put it under 'Compression Stockings any length up to 14' but these are actually 18 mmhg knee length,"Compression Stockings, knee length (15-19 mmhg)",wrong_guess_aug
ambulance fee | charged by the city | emergency call,Ambulance,progressive
ambulance fee | charged by the city | call,Ambulance,progressive_aug
ambulance fee | charged by call city | emergency the,Ambulance,progressive_aug
ambulance fee | charged by the city actually | emergency call,Ambulance,progressive_aug
I buy compression tight for my leg but it is not have foot part,"Compression Calf Sleeves/Tights (footless), any length",esl_speaker
I buy compression tight for my leg but is not have foot part,"Compression Calf Sleeves/Tights (footless), any length",esl_speaker_aug
I buy is tight for my leg but it compression not have foot part,"Compression Calf Sleeves/Tights (footless), any length",esl_speaker_aug
I buy compression tight for my leg but it is not have foot part basically,"Compression Calf Sleeves/Tights (footless), any length",esl_speaker_aug
massage therapy,Massage,vague_turn1
so massage therapy,Massage,vague_turn1_aug
Submitting for bilateral orthopedic shoe modification including rocker sole addition and medial heel wedge insertion,Other foot care services (i.e. orthopedic shoe modification),detailed_clinical
Submitting for bilateral orthopedic shoe modification rocker sole addition and medial heel wedge insertion,Other foot care services (i.e. orthopedic shoe modification),detailed_clinical_aug
