text,label,style
"it's just a REGULAR eye exam, not a diagnostic test or vision therapy, just the basic checkup",Eye Exam,complaint
I see someone who helps me talk better after my stroke,Speech Therapy,confused_student
custom AFO brace rx,"Brace, AFO/KAFO (Custom)",terse
I tore my left ACL playing basketball and the orthotist built a custom brace fitted to my left knee measurements,"Brace, left knee (Custom)",storyteller
"I went to a foot doctor who has a DPM degree, is that different from a chiropodist?",Podiatry Treatment,confused_student
the brace person made one specifically for my right knee after my injury,"Brace, right knee (Custom)",confused_student
claiming alcohol swabs for my diabetic husband's daily insulin injections,Alcohol swabs,parent_or_dependent
CPAP machine purchase,"CPAP, APAP, BIPAP Machine",terse
"I filed under 'Insulin Gun automatic' but it's actually a pump I wear 24/7, not a gun",Insulin infusion pump,wrong_guess
I use a CGM sensor on my arm but instead of using my phone I bought the dedicated handheld receiver to see my glucose readings,Glucose Monitoring System Receiver,storyteller
I selected 'knee length 30 and over' but the receipt actually says 25 mmhg,"Compression Stockings, knee length (20-29 mmhg)",wrong_guess
"very strong stocking for all my leg from foot to top, 30 mmhg or more, doctor say I must wear","Compression Stockings, thigh/full (30 mmhg & over)",esl_speaker
"I get hit in mouth during basketball game and tooth break, accident not regular dental",Dental Accident,esl_speaker
"I go to eye doctor for check, she look in my eye and test if I can see good",Eye Exam,esl_speaker
diagnostic ultrasound scan,Ultrasound,terse
"my doctor say check blood pressure at home every day, so I buy machine",Blood pressure monitor,esl_speaker
"I went to someone who put tiny needles all over my back, is that acupuncture?",Acupuncture,confused_student
"I need protective glasses for my job in the lab, with my prescription in them",Safety Glasses,confused_student
Submitting a claim for a Bluetooth-enabled wireless transmitter unit for continuous glucose monitoring system data relay,Glucose Monitoring System Transmitter,detailed_clinical
Claiming individualized medical nutrition therapy consultation with a Registered Dietitian for type 2 diabetes management,Dietitian Services,detailed_clinical
Claiming CSA Z94.3 rated prescription polycarbonate safety eyewear with wraparound side shields,Safety Glasses,detailed_clinical
"I just bought some arch support insoles at the drugstore, nothing custom",Standard foot orthotics or shoe inserts,confused_student
"Where do I submit a vision-related claim that doesn't fit glasses, contacts, or eye exams?",Other vision services (i.e. safety glasses),question
"I need to get my hearing aid fixed, it's not a new purchase just a repair",Other hearing services,confused_student
My sensors last about 10 days each so I buy a three-month supply at a time and need to claim the box,Glucose Monitoring System Supplies/Sensors,storyteller
I hurt my shoulder playing rugby and went to an athletic therapist at the university clinic,Athletic Therapy,storyteller
"I got the crutch that has a ring around my forearm, not the underarm type",Forearm Crutch (purchase),confused_student
sessions with my BSW social worker through Inkblot Therapy platform,Social Worker (Bachelors),brand_specific
Claiming a 90-day supply of disposable subcutaneous glucose oxidase-based sensors for continuous interstitial glucose monitoring,Glucose Monitoring System Supplies/Sensors,detailed_clinical
"my elderly mother needs a shower chair for safety, claiming the purchase",Bath Bench/Chair (purchase),parent_or_dependent
"I'm diabetic so my doctor said I need regular foot care from a chiropodist, she trimmed my nails and treated a callus",Chiropody (Foot Care) Treatment,storyteller
wheeled commode chair rolling,Wheeled Commode (purchase),terse
I went to someone who cracked my back and adjusted my spine,Chiropractic,confused_student
"podiatry and chiropody are both foot treatments, my provider is a PODIATRIST specifically",Podiatry Treatment,complaint
I specifically looked for a social worker with advanced training and found one with an MSW who specializes in trauma therapy,Social Worker (Masters level),storyteller
Claiming specific IgE serum allergy testing panel for environmental and food allergen identification,Blood test for Allergies (IG test not eligible),detailed_clinical
"I need special glasses for my lab that protect my eyes, they have my prescription in them too",Safety Glasses,confused_student
I picked 'Crutches pair' but mine is actually a forearm crutch with an elbow cuff,Forearm Crutch (purchase),wrong_guess
CGM sensors refill,Glucose Monitoring System Supplies/Sensors,terse
"I go to social worker for counselling, she have bachelor degree in social work, BSW",Social Worker (Bachelors),esl_speaker
Where do I file physiotherapy treatment sessions?,Physiotherapy,question
I think this claim is supposed to go through my provincial plan first?,Provincial Replacement Plan,confused_student
"my daughter needs new prescription glasses, her eyes got worse since last year",Prescription Glasses,parent_or_dependent
chiro back adjustment,Chiropractic,terse
"my mom uses a manual insulin gun because she doesn't like the spring-loaded ones, need to claim it",Insulin Gun (manual),parent_or_dependent
"I selected 'Glucose Monitoring System Transmitter' but these are the adhesive sensors, not the transmitter",Glucose Monitoring System Supplies/Sensors,wrong_guess
"I picked 'knee length 15-19' but these are thigh-high, not knee-high","Compression Stockings, thigh/full (15-19 mmhg)",wrong_guess
"my father has diabetic neuropathy and needs custom orthopedic shoes, submitting the claim for him",Orthopaedic or custom made shoes,parent_or_dependent
Where do I claim an acupuncture session for chronic migraines?,Acupuncture,question
Where do I claim replacement supplies for my insulin pump like infusion sets?,Insulin infusion pump supplies,question
What category for sessions with a registered psychotherapist?,Psychotherapist,question
"they put a lift in my existing shoe to make one side higher, is that a modification?",Other foot care services (i.e. orthopedic shoe modification),confused_student
other mental health service claim,Other mental health services,terse
prescription safety glasses lab,Safety Glasses,terse
ordered a year supply of Acuvue Oasys daily contacts from Clearly.ca,Prescription Contacts,brand_specific
my dentist says she needs to send in an estimate before starting my crown work so insurance can pre-approve it,Dental Estimate for Services,storyteller
I picked 'Orthopaedic or custom made shoes' but I just got my existing shoes modified with a heel lift,Other foot care services (i.e. orthopedic shoe modification),wrong_guess
I had some kind of emergency medical thing happen but it wasn't an ambulance,Other emergency services,confused_student
I broke my foot playing soccer and the ER gave me a pair of standard crutches that go under my arms,"Crutches, pair",storyteller
"I wear small machine on body all time, it give insulin slowly, not injection, it is pump",Insulin infusion pump,esl_speaker
What category for a bra designed to be worn after a mastectomy?,Mastectomy bra,question
I got those bars that attach to the side of the bed so you don't fall out,Bed Rails (purchase),confused_student
Which category for a peak flow meter to monitor my asthma?,Peak Flow Meter,question
claiming a Trudell AeroChamber Plus Flow-Vu spacer from Shoppers Drug Mart,Aerochamber,brand_specific
I bought the little machine that pricks your finger and tells you your sugar number,Blood glucose meter,confused_student
got a Mueller adjustable knee brace from Walmart,Brace (Non-custom),brand_specific
My physio uses a TENS machine in sessions and said I should buy my own for home use to help manage my chronic back pain,"Stimulator, muscle/nerve (TENS)",storyteller
ordered a ResMed AirSense accessory kit with ClimateLineAir tubing and HypoAllergenic filters from CPAP.com,"CPAP, APAP, BIPAP Supplies",brand_specific
purchased a Vicks Warm Steam Vaporizer from Shoppers Drug Mart,Vaporizer (table top),brand_specific
insulin pump device,Insulin infusion pump,terse
"I went to someone who cut my toenails and scraped the hard skin off my feet, is that a chiropodist?",Chiropody (Foot Care) Treatment,confused_student
my doctor ordered blood work specifically to check my vitamin D levels,Vitamin D Test,confused_student
it's the little piece that clips onto the sensor and sends data to my phone wirelessly,Glucose Monitoring System Transmitter,confused_student
buying a quad cane for my grandmother who needs extra stability,Quad Cane (purchase),parent_or_dependent
"I buy the machine for breathing when sleep, doctor say I have sleep apnea, machine push air","CPAP, APAP, BIPAP Machine",esl_speaker
bought a Tempur-Pedic TEMPUR-Neck pillow from Sleep Country,Cervical Pillow,brand_specific
How do I claim medical cannabis that was prescribed by my doctor?,Medical Cannabis,question
signed my daughter up for a digital CBT app to help her manage school-related anxiety,Digital Cognitive Behavioural Therapy,parent_or_dependent
subscribed to MindBeacon Therapist Guided iCBT program through my plan,Digital Cognitive Behavioural Therapy,brand_specific
Submitting for a 24-hour ambulatory blood pressure monitoring study for white coat hypertension evaluation,Ambulatory Blood Pressure Test,detailed_clinical
purchased a TENS 7000 digital unit from HealthyKin,"Stimulator, muscle/nerve (TENS)",brand_specific
ambulance bill ER trip,Ambulance,terse
I picked 'Glucose Monitoring System Receiver' but it's just a regular finger-prick glucometer,Blood glucose meter,wrong_guess
What category for a prescription cervical support pillow?,Cervical Pillow,question
Submitting receipt for bilateral below-knee support hosiery rated 8-14 mmHg for venous insufficiency prophylaxis,"Compression Stockings, any length (up to 14 mmhg)",detailed_clinical
"I need IV stand for home, for medicine that go in my vein, I buy the metal stand with hook",IV Stand (purchase),esl_speaker
What category for a medical device or item that doesn't fit any specific category?,Other medical items,question
the audiologist took a mold of my ear canals and made plugs that fit perfectly,Ear Plugs (custom made),confused_student
Submitting for therapeutic sessions with a certified expressive arts therapist for trauma-informed mental health support,Other mental health services,detailed_clinical
"it's the little device I wear all the time that gives me insulin continuously, it's attached to my body",Insulin infusion pump,confused_student
"these are CUSTOM orthotics, not the $30 insoles from Shoppers, they were made from a 3D scan of my feet",Custom made foot orthotics,complaint
What category for a versa frame or toilet safety frame?,Versa Frame (purchase),question
"Where do I submit a claim for a mental health practitioner who isn't a psychologist, counsellor, or social worker?",Other mental health services,question
I started seeing a registered psychotherapist who does EMDR for my PTSD from a car accident,Psychotherapist,storyteller
"After standing all day at my retail job my legs ache, so I got knee-high compression socks at about 18 mmhg","Compression Stockings, knee length (15-19 mmhg)",storyteller
purchased a Drive Medical 3-in-1 wheeled commode from Medichair,Wheeled Commode (purchase),brand_specific
colonoscopy screening procedure,Colonoscopy,terse
Claiming therapy sessions with a Registered Social Worker holding a Bachelor of Social Work from an accredited program,Social Worker (Bachelors),detailed_clinical
is there really a difference between custom and non-custom in the dropdown? mine is just from shoppers,Brace (Non-custom),complaint
had custom orthopedic shoes made by P.W. Minor through my pedorthist at SoleFit,Orthopaedic or custom made shoes,brand_specific
Filing for optical coherence tomography and automated visual field perimetry ordered for glaucoma suspect evaluation,Diagnostic Vision Test,detailed_clinical
my dad needs a rolling commode so the PSW can move him to the bathroom easier,Wheeled Commode (purchase),parent_or_dependent
orthotist measure my left knee and make special brace only for left side,"Brace, left knee (Custom)",esl_speaker
"I buy contact lens for eye, doctor give prescription, I wear lens not glass",Prescription Contacts,esl_speaker
Where do I submit a claim for a medical alert identification bracelet?,Medic Alert Bracelet,question
bought a BIPAP machine for my husband who was just diagnosed with sleep apnea,"CPAP, APAP, BIPAP Machine",parent_or_dependent
Which category for a tabletop humidifier?,Humidifier (Table Top),question
purchased a Medline fracture bedpan from Medical Mart,Bedpan,brand_specific
I put this under 'Brace Non-custom' but it's actually a custom brace for my left knee,"Brace, left knee (Custom)",wrong_guess
CA-125 blood test ovarian,CA-125 (Cancer Antigen) Test,terse
had a deep tissue massage at Massage Addict clinic on Merivale Road,Massage,brand_specific
My CPAP therapist told me to replace the tubing and filters every three months so I bought a supply kit,"CPAP, APAP, BIPAP Supplies",storyteller
claiming custom ear plugs for my son who is a musician and needs hearing protection,Ear Plugs (custom made),parent_or_dependent
taking my mom to the podiatrist for her bunion treatment and need to claim it,Podiatry Treatment,parent_or_dependent
I tried to file under 'Clinical Counsellor' but my provider is actually a certified art therapist,Other mental health services,wrong_guess
CSA safety glasses prescription,Safety Glasses,terse
"I buy machine for test sugar in blood, you prick finger and it show number",Blood glucose meter,esl_speaker
"I wear contact lenses instead of glasses, they're prescription",Prescription Contacts,confused_student
had a Zeiss OCT retinal scan at Dr. Bhatt's ophthalmology practice,Diagnostic Vision Test,brand_specific
"I go for talk therapy, my therapist is clinical counsellor, she have CCC after name",Clinical Counsellor,esl_speaker
What category for having my regular shoes modified with orthopedic adjustments?,Other foot care services (i.e. orthopedic shoe modification),question
I turned 50 and my family doctor said it's time for a colonoscopy to screen for colon cancer,Colonoscopy,storyteller
"my therapist is a social worker with a graduate degree, I think a masters in social work",Social Worker (Masters level),confused_student
"I went to a therapist who does music therapy, I can't find a category for that",Other mental health services,confused_student
Which category for a spacer device I use with my asthma inhaler?,Aerochamber,question
sessions with my RCC clinical counsellor through the Onyx Therapy Group,Clinical Counsellor,brand_specific
store bought ankle brace,Brace (Non-custom),terse
Which option do I select for compression stockings that are under 14 mmHg?,"Compression Stockings, any length (up to 14 mmhg)",question
MSW social worker claim,Social Worker (Masters level),terse
"I just grabbed a wrist thing from the drugstore, it's not custom or anything",Brace (Non-custom),confused_student
My doctor recommended I try a digital CBT program since the waitlist for in-person therapy was six months long,Digital Cognitive Behavioural Therapy,storyteller
my child sees a play therapist for emotional regulation and I can't find the right category,Other mental health services,parent_or_dependent
"I saw a kinesiologist, I can't find that in the category list anywhere",Other health specialists,confused_student
custom right knee brace rx,"Brace, right knee (Custom)",terse
filing a claim for my dad's thigh-length 25 mmhg stockings post his bypass surgery,"Compression Stockings, thigh/full (20-29 mmhg)",parent_or_dependent
I picked 'Psychotherapist' but my provider is a registered psychologist with a doctorate,Psychologist,wrong_guess
had a chiropody session at FeetFirst Foot Care Clinic in Ottawa,Chiropody (Foot Care) Treatment,brand_specific
why do I need to know if my social worker has a bachelors or masters? her profile says BSW so I guess bachelors,Social Worker (Bachelors),complaint
"I buy crutch that hold my arm near elbow, not under arm type, it is forearm style",Forearm Crutch (purchase),esl_speaker
purchased a Chattanooga ColPaC reusable cold therapy gel pack from physio supplies,Cold Therapy - Re-usable Items (purchase),brand_specific
CPAP mask replacement,"CPAP, APAP, BIPAP Mask",terse
What's the right category for knee-length compression stockings at 30 mmHg or higher?,"Compression Stockings, knee length (30 mmhg & over)",question
shoe lift modification claim,Other foot care services (i.e. orthopedic shoe modification),terse
claiming an ultrasound my wife had done privately because the wait was too long,Ultrasound,parent_or_dependent
claiming shoe modifications for my child's shoes to correct his gait issue,Other foot care services (i.e. orthopedic shoe modification),parent_or_dependent
my son sees an athletic therapist for his recurring hamstring injury from track,Athletic Therapy,parent_or_dependent
"I filed under 'CPAP Machine' but I only bought a new mask, the machine was already claimed","CPAP, APAP, BIPAP Mask",wrong_guess
"I went to get measured and they made stockings just for my legs, not off the rack","Compression Stockings, custom, any length",confused_student
"I got new glasses with my updated prescription, frames and lenses",Prescription Glasses,confused_student
sessions with a mental health nurse at the Royal Ottawa through their outpatient program,Other mental health services,brand_specific
"I buy new mask for my CPAP machine, the part that cover nose when sleeping","CPAP, APAP, BIPAP Mask",esl_speaker
ordered a 3-pack of Dexcom G7 sensors from Diabetes Express,Glucose Monitoring System Supplies/Sensors,brand_specific
"my asthma doctor say I should check breathing at home, I buy the tube I blow in",Peak Flow Meter,esl_speaker
Where do I claim in-home support services I received during recovery?,In Home Support Services,question
my daughter needs a Mantoux TB test for her university residence requirement,TB Test/Mantoux,parent_or_dependent
my grandmother is bedridden after surgery and we needed to buy a bedpan,Bedpan,parent_or_dependent
orthodontic braces monthly fee,Orthodontic Services (Braces - initial and monthly fee),terse
"I want to claim the ACTUAL TENS device, not the electrode pads or replacement supplies","Stimulator, muscle/nerve (TENS)",complaint
"getting a replacement CPAP nasal mask for my wife, her old one cracked","CPAP, APAP, BIPAP Mask",parent_or_dependent
had my annual eye exam at FYidoctors location in Rideau Centre,Eye Exam,brand_specific
"the dropdown has like seven compression stocking options and mine are just mild ones under 14 mmhg, which one??","Compression Stockings, any length (up to 14 mmhg)",complaint
bought a pair of underarm crutches for my son after his ankle fracture,"Crutches, pair",parent_or_dependent
"I have the compression stocking that go high to my leg top, 25 mmhg pressure","Compression Stockings, thigh/full (20-29 mmhg)",esl_speaker
incontinence pads underwear,Incontinence Supplies,terse
"I filed under 'Chiropody Foot Care Treatment' but my receipt says podiatrist, not chiropodist",Podiatry Treatment,wrong_guess
Where do I file for prescription contact lenses?,Prescription Contacts,question
"there are three different knee-length options by pressure, mine are 15-19 mmhg, I almost picked the wrong one last time","Compression Stockings, knee length (15-19 mmhg)",complaint
Claiming a musculoskeletal diagnostic ultrasound of the right shoulder for rotator cuff evaluation,Ultrasound,detailed_clinical
"Claiming graduated compression calf sleeves, open-toe design, 15-20 mmHg, bilateral","Compression Calf Sleeves/Tights (footless), any length",detailed_clinical
purchased a SmartCrutch forearm crutch from Motion Specialties,Forearm Crutch (purchase),brand_specific
Where do I claim a bedpan for home recovery?,Bedpan,question
off-shelf insoles claim,Standard foot orthotics or shoe inserts,terse
"Which category for a forearm crutch with an arm cuff, not the standard underarm kind?",Forearm Crutch (purchase),question
"I buy walker for walk, it have no wheel, you must lift and move, metal frame",Walker - non wheeled (purchase),esl_speaker
What category for a cane with a four-pronged base?,Quad Cane (purchase),question
I bought a regular single cane to help me walk after my ankle healed,"Cane, standard",confused_student
I got metal braces on my teeth and pay a monthly fee to the orthodontist,Orthodontic Services (Braces - initial and monthly fee),confused_student
"doctor send me to place where they scan foot and make special insole only for me, custom",Custom made foot orthotics,esl_speaker
"I need long stocking up to thigh, the pressure is 15 to 19, for my circulation","Compression Stockings, thigh/full (15-19 mmhg)",esl_speaker
"claiming my daughter's orthodontic braces treatment, both the initial fee and monthly adjustments",Orthodontic Services (Braces - initial and monthly fee),parent_or_dependent
"my son got hit by a ball at recess and cracked his front teeth, claiming the emergency dental",Dental Accident,parent_or_dependent
footless calf sleeves claim,"Compression Calf Sleeves/Tights (footless), any length",terse
Where do I file for compression stockings that were custom made to my measurements?,"Compression Stockings, custom, any length",question
speech therapy SLP session,Speech Therapy,terse
"Claiming a comprehensive optometric examination including refraction, tonometry, and fundoscopy",Eye Exam,detailed_clinical
"I use this pen thing to give myself insulin, you click the dose and push it in",Insulin Pen Injector,confused_student
claiming the ambulatory BP test for my spouse who wore the monitor for a full day,Ambulatory Blood Pressure Test,parent_or_dependent
purchased Medi Comfort knee-high 20-30 mmHg from Shoppers Home Health,"Compression Stockings, knee length (20-29 mmhg)",brand_specific
"the doctor send me to special place, they measure my leg and make stocking only for me, not from store","Compression Stockings, custom, any length",esl_speaker
claiming chiropractic visits for my wife's lower back pain from pregnancy,Chiropractic,parent_or_dependent
"I saw a naturopath, they're like a holistic doctor who uses natural remedies",Naturopathic Treatment,confused_student
I put this under 'Prescription Glasses' but these are actually CSA-certified safety glasses for the lab,Safety Glasses,wrong_guess
I bought those little needle things that prick your finger for blood sugar testing,Lancet,confused_student
ordered prescribed medical cannabis from Shoppers Cannabis Care online,Medical Cannabis,brand_specific
"it's a MANUAL gun not automatic, I don't understand why there are two separate categories for basically the same thing",Insulin Gun (manual),complaint
What category for adult incontinence products?,Incontinence Supplies,question
"doctor say I need special test for eye, not normal check, special machine look inside eye for problem",Diagnostic Vision Test,esl_speaker
Filing for patient-specific custom-fabricated biomechanical foot orthoses manufactured from three-dimensional foot impressions,Custom made foot orthotics,detailed_clinical
podiatrist visit treatment,Podiatry Treatment,terse
TB skin test Mantoux,TB Test/Mantoux,terse
got prescription safety glasses through the SafeVision program at Clearly,Safety Glasses,brand_specific
Which category for a commode without wheels?,Stationary Commode (purchase),question
had a custom Fillauer AFO fabricated at Ottawa Orthotics clinic,"Brace, AFO/KAFO (Custom)",brand_specific
claiming physio sessions for my husband's post-surgical knee rehabilitation,Physiotherapy,parent_or_dependent
"it's a FOREARM crutch, not a regular underarm one, the cuff goes around my forearm",Forearm Crutch (purchase),complaint
"regular crutches, the normal kind under the arms, a PAIR - why is forearm crutch listed separately?","Crutches, pair",complaint
"I got a lightweight wheelchair that someone else pushes me in, it folds up for the car",Transport Wheelchair,confused_student
submitting my child's custom KAFO brace that was made for his leg condition,"Brace, AFO/KAFO (Custom)",parent_or_dependent
"there's left knee and right knee custom options which is weirdly specific, anyway mine is the left one","Brace, left knee (Custom)",complaint
my child sees a speech-language pathologist for a stuttering issue,Speech Therapy,parent_or_dependent
purchased a OneTouch Verio Reflect glucose meter from Rexall,Blood glucose meter,brand_specific
"the doctor make special brace for my foot and ankle, it is custom only for me, go from foot to below knee","Brace, AFO/KAFO (Custom)",esl_speaker
"I buy the pad that stick on skin for my electric machine, not machine itself, just the pad replacement","Stimulator, supplies",esl_speaker
"I keep going back and forth between like 5 categories, these are just footless compression tights!","Compression Calf Sleeves/Tights (footless), any length",complaint
"need replacement electrode pads for my dad's TENS unit, his pads are worn out","Stimulator, supplies",parent_or_dependent
"my doctor ordered a blood test to check my prostate, the PSA number",PSA Test (Prostate Specific Antigen),confused_student
"I went to the dentist for a regular cleaning and checkup, basic stuff",Dental Services,confused_student
TENS machine purchase,"Stimulator, muscle/nerve (TENS)",terse
"clinical counsellor, psychologist, psychotherapist - what's the difference? mine is a clinical counsellor with CCC credentials",Clinical Counsellor,complaint
had physiotherapy at pt Health clinic on Bank Street for my ACL recovery,Physiotherapy,brand_specific
"I got a little steam machine that puts warm moisture in the air, helps with congestion",Vaporizer (table top),confused_student
had a podiatry appointment at Ottawa Foot Clinic with Dr. Smith DPM,Podiatry Treatment,brand_specific
"I have hearing loss and audiologist say I need hearing aid, I buy two for both ear",Hearing Aids,esl_speaker
"I buy simple cane for walking, one point on bottom, to help balance","Cane, standard",esl_speaker
purchased BabyFirst audiometric screening package at HearingLife for my toddler,Audiometric Exam,brand_specific
claiming my father's colonoscopy procedure at the endoscopy clinic,Colonoscopy,parent_or_dependent
After my hip replacement the surgeon told me to wear full-leg compression stockings at 25 mmhg for six weeks,"Compression Stockings, thigh/full (20-29 mmhg)",storyteller
Where do I submit a claim for a custom-made AFO or KAFO brace?,"Brace, AFO/KAFO (Custom)",question
hearing aid repair service,Other hearing services,terse
my son needs to submit a claim for his footless compression calf sleeves for track,"Compression Calf Sleeves/Tights (footless), any length",parent_or_dependent
Filing for bilateral thigh-length graduated compression stockings rated 20-30 mmHg for post-surgical lymphedema management,"Compression Stockings, thigh/full (20-29 mmhg)",detailed_clinical
I go to lab for blood test and they charge extra money just for take the blood out,Blood Withdrawal Fee,esl_speaker
"these are SAFETY glasses for work, not regular prescription glasses, they're CSA approved with side shields",Safety Glasses,complaint
ordered a 20-pack of TENS 7000 compatible electrode pads from Amazon,"Stimulator, supplies",brand_specific
Submitting receipt for a point-of-care capillary blood glucose monitoring device for self-management of type 2 diabetes,Blood glucose meter,detailed_clinical
had my Oticon hearing aid repaired and re-tubed at HearingLife,Other hearing services,brand_specific
Where do I claim a reusable cold therapy product like a gel ice pack?,Cold Therapy - Re-usable Items (purchase),question
Filing for a spring-activated automatic insulin injection device for subcutaneous insulin delivery,Insulin Gun (automatic),detailed_clinical
had a chiropractic session at Back in Motion clinic on Bank Street,Chiropractic,brand_specific
"my daughter sees a social worker with a BSW for her anxiety, need to claim the sessions",Social Worker (Bachelors),parent_or_dependent
purchased an Omnipod 5 tubeless insulin pump system from my endocrinologist's office,Insulin infusion pump,brand_specific
"so frustrated that this medical supply doesn't have its own category, I'll try 'other medical items'",Other medical items,complaint
I bought one of those arm cuffs that measures blood pressure at home,Blood pressure monitor,confused_student
"I buy bottle for use toilet in bed, because I cannot walk after surgery",Urinal (purchase),esl_speaker
"I filed under 'thigh/full 20-29' but these are actually 40 mmhg, oops","Compression Stockings, thigh/full (30 mmhg & over)",wrong_guess
"the pharmacist gave me knee socks and said they're medium-firm, I think 25 mmhg?","Compression Stockings, knee length (20-29 mmhg)",confused_student
What's the right category for a health practitioner who doesn't fit the specific provider types?,Other health specialists,question
Do I pick the right knee custom brace category for a brace molded to my right leg?,"Brace, right knee (Custom)",question
"I put this under 'Psychotherapist' but it's actually a digital CBT platform, not in-person sessions",Digital Cognitive Behavioural Therapy,wrong_guess
I got the injector device that does the shot automatically when you push a button,Insulin Gun (automatic),confused_student
"my wife sees a homeopath for her seasonal allergies, claiming the sessions",Homeopathic Treatment,parent_or_dependent
Where do I file for lancets used with my glucose meter?,Lancet,question
"I bought new hoses and filter things for my breathing machine, not the machine or mask","CPAP, APAP, BIPAP Supplies",confused_student
Where do I submit for thigh-length compression stockings at 30 mmHg or above?,"Compression Stockings, thigh/full (30 mmhg & over)",question
I got a plastic seat for the bathtub so I can shower without standing,Bath Bench/Chair (purchase),confused_student
"I break my arm and doctor put fiberglass cover on it, the hard thing for bone to heal","Cast, fiberglass",esl_speaker
naturopath ND visit,Naturopathic Treatment,terse
my mother moved into Perley Rideau Veterans' Health Centre and we need to claim the supplementary costs,Nursing Home and Long Term Care,parent_or_dependent
"I go to audiologist, she check hearing and help with my hearing machine",Audiologist Services,esl_speaker
"I buy tube for my inhaler, help me breathe medicine, it is spacer",Aerochamber,esl_speaker
purchased IMAK Compression Arthritis Gloves from Walmart,Other garment brace services (i.e. compression gloves),brand_specific
"the 30 and over option is confusing because my stockings say 30-40, is that the same thing?","Compression Stockings, knee length (30 mmhg & over)",complaint
custom orthotics rx,Custom made foot orthotics,terse
What category for ear plugs that were custom-made from an ear impression?,Ear Plugs (custom made),question
"my doctor ordered a blood test to check for a cancer marker, CA-125 I think it's called",CA-125 (Cancer Antigen) Test,confused_student
I turned 40 and my doctor recommended I start getting regular mammograms for early detection,Mammogram,storyteller
Which option for a walker that doesn't have any wheels?,Walker - non wheeled (purchase),question
"I submitted under 'Stimulator muscle/nerve TENS' but I only bought replacement pads, not the machine","Stimulator, supplies",wrong_guess
prescription medication rx claim,Drug,terse
"I keep mixing up sensors and transmitters, these are the SENSORS that you stick on and replace every 10 days",Glucose Monitoring System Supplies/Sensors,complaint
"I fell and hit my head and my roommate called an ambulance, I have the invoice for $240",Ambulance,storyteller
my son broke his arm at the playground and had a fiberglass cast put on at CHEO,"Cast, fiberglass",parent_or_dependent
How do I submit a pre-authorization request for an upcoming medical service?,Estimate/Pre-Authorization,question
"What category for a TENS unit device itself, not the replacement pads?","Stimulator, muscle/nerve (TENS)",question
My supervisor said I need safety glasses in the chemistry lab so I got prescription ones made with impact-resistant lenses,Safety Glasses,storyteller
my diabetic father uses an insulin pen and needs to claim the device cost,Insulin Pen Injector,parent_or_dependent
claiming psychotherapy sessions for my spouse with a registered psychotherapist for workplace burnout,Psychotherapist,parent_or_dependent
What category covers compression tights that are footless?,"Compression Calf Sleeves/Tights (footless), any length",question
I went to the physio for rehab exercises after my rotator cuff surgery,Physiotherapy,confused_student
"the transmitter is NOT the sensor, it's the reusable part that clips on, why are there four separate categories for this",Glucose Monitoring System Transmitter,complaint
How do I claim hospital charges within my province that aren't covered by the provincial plan?,Hospital (within your province),question
"I buy special medical thing doctor recommend, but I cannot find right category for it",Other medical items,esl_speaker
"I had to email my social worker to confirm she has an MSW not a BSW just to pick the right category, this is ridiculous",Social Worker (Masters level),complaint
purchased a bulk box of BD alcohol swabs from Amazon for daily glucose testing,Alcohol swabs,brand_specific
Where do I claim a reusable heating pad I bought for pain management?,Heat Therapy - Re-usable items (purchase),question
bought Moen Home Care SecureMount grab bars from Home Depot,Grab Bar/Bath Bar - permanent fixtures (purchase),brand_specific
"I got the breathing machine that you use at night for snoring, not the mask part just the machine","CPAP, APAP, BIPAP Machine",confused_student
Which category for an automatic spring-loaded insulin injection device?,Insulin Gun (automatic),question
vitamin D blood test level,Vitamin D Test,terse
"I was on a long haul flight and the doctor suggested I get really mild compression socks, they're only about 10 mmhg","Compression Stockings, any length (up to 14 mmhg)",storyteller
bought a Spectra S1 Plus breast pump from BuyBuy Baby,Breast Pump (purchase),brand_specific
knee high 30+ mmhg stockings rx,"Compression Stockings, knee length (30 mmhg & over)",terse
"I bought a portable toilet chair that sits by the bed, it doesn't have wheels",Stationary Commode (purchase),confused_student
purchased a Hugo Adjustable Derby cane from Pharma Plus,"Cane, standard",brand_specific
I selected 'Prescription Glasses' but I bought contacts not glasses,Prescription Contacts,wrong_guess
got Venosan 7002 thigh-high 23-32 mmHg with lace grip from MedEquip,"Compression Stockings, thigh/full (20-29 mmhg)",brand_specific
I prefer having control over the injection speed so I use a manual insulin gun where I push the plunger myself,Insulin Gun (manual),storyteller
physio rehab session,Physiotherapy,terse
purchased a Sunbeam XpressHeat heating pad from Canadian Tire,Heat Therapy - Re-usable items (purchase),brand_specific
bought a ResMed AirFit F20 full face mask from CPAP Solutions,"CPAP, APAP, BIPAP Mask",brand_specific
Which category for treatment with an osteopathic manual practitioner?,Osteopath,question
"I submitted under 'Blood glucose meter' but it's actually the CGM receiver screen, not a finger prick meter",Glucose Monitoring System Receiver,wrong_guess
Where do I claim a urinal purchased for home use?,Urinal (purchase),question
Claiming supplementary charges at a licensed long-term care facility for 24-hour skilled nursing supervision,Nursing Home and Long Term Care,detailed_clinical
Which category for permanent grab bars I had installed in my bathroom?,Grab Bar/Bath Bar - permanent fixtures (purchase),question
took my daughter to the allergist for a skin scratch test after she broke out in hives,Scratch Test for Allergies,parent_or_dependent
